"Notes"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"Underlying Cause of death"	"Underlying Cause of death Code"	Deaths	Population	Crude Rate
	"< 1 year"	"1"	"Male"	"M"	"2020"	"2020"	"Other specified congenital malformations of heart"	"Q24.8"	16	1908141	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"2020"	"2020"	"Congenital malformation of heart, unspecified"	"Q24.9"	198	1908141	10.4
	"< 1 year"	"1"	"Male"	"M"	"2020"	"2020"	"Patent ductus arteriosus"	"Q25.0"	16	1908141	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"2020"	"2020"	"Coarctation of aorta"	"Q25.1"	14	1908141	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"2020"	"2020"	"Atresia of pulmonary artery"	"Q25.5"	15	1908141	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"2020"	"2020"	"Other congenital malformations of trachea"	"Q32.1"	11	1908141	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"2020"	"2020"	"Hypoplasia and dysplasia of lung"	"Q33.6"	159	1908141	8.3
	"< 1 year"	"1"	"Male"	"M"	"2020"	"2020"	"Renal agenesis, bilateral"	"Q60.1"	37	1908141	1.9
	"< 1 year"	"1"	"Male"	"M"	"2020"	"2020"	"Renal agenesis, unspecified"	"Q60.2"	44	1908141	2.3
	"< 1 year"	"1"	"Male"	"M"	"2020"	"2020"	"Potter syndrome"	"Q60.6"	37	1908141	1.9
	"< 1 year"	"1"	"Male"	"M"	"2020"	"2020"	"Polycystic kidney, infantile type"	"Q61.1"	13	1908141	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"2020"	"2020"	"Polycystic kidney, unspecified"	"Q61.3"	46	1908141	2.4
	"< 1 year"	"1"	"Male"	"M"	"2020"	"2020"	"Renal dysplasia"	"Q61.4"	37	1908141	1.9
	"< 1 year"	"1"	"Male"	"M"	"2020"	"2020"	"Other atresia and stenosis of urethra and bladder neck"	"Q64.3"	10	1908141	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"2020"	"2020"	"Thanatophoric short stature"	"Q77.1"	20	1908141	1.0
	"< 1 year"	"1"	"Male"	"M"	"2020"	"2020"	"Osteogenesis imperfecta"	"Q78.0"	17	1908141	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"2020"	"2020"	"Osteochondrodysplasia, unspecified"	"Q78.9"	38	1908141	2.0
	"< 1 year"	"1"	"Male"	"M"	"2020"	"2020"	"Congenital diaphragmatic hernia"	"Q79.0"	112	1908141	5.9
	"< 1 year"	"1"	"Male"	"M"	"2020"	"2020"	"Exomphalos"	"Q79.2"	15	1908141	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"2020"	"2020"	"Gastroschisis"	"Q79.3"	14	1908141	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"2020"	"2020"	"Congenital malformation syndromes predominantly associated with short stature"	"Q87.1"	11	1908141	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"2020"	"2020"	"Other specified congenital malformation syndromes, not elsewhere classified"	"Q87.8"	25	1908141	1.3
	"< 1 year"	"1"	"Male"	"M"	"2020"	"2020"	"Multiple congenital malformations, not elsewhere classified"	"Q89.7"	95	1908141	5.0
	"< 1 year"	"1"	"Male"	"M"	"2020"	"2020"	"Other specified congenital malformations"	"Q89.8"	12	1908141	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"2020"	"2020"	"Congenital malformation, unspecified"	"Q89.9"	75	1908141	3.9
	"< 1 year"	"1"	"Male"	"M"	"2020"	"2020"	"Down syndrome, unspecified"	"Q90.9"	29	1908141	1.5
	"< 1 year"	"1"	"Male"	"M"	"2020"	"2020"	"Edwards syndrome, unspecified"	"Q91.3"	167	1908141	8.8
	"< 1 year"	"1"	"Male"	"M"	"2020"	"2020"	"Patau syndrome, unspecified"	"Q91.7"	113	1908141	5.9
	"< 1 year"	"1"	"Male"	"M"	"2020"	"2020"	"Deletion from autosomes, unspecified"	"Q93.9"	10	1908141	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"2020"	"2020"	"Sudden infant death syndrome - SIDS"	"R95"	786	1908141	41.2
	"< 1 year"	"1"	"Male"	"M"	"2020"	"2020"	"Other ill-defined and unspecified causes of mortality"	"R99"	607	1908141	31.8
	"< 1 year"	"1"	"Male"	"M"	"2020"	"2020"	"COVID-19"	"U07.1"	23	1908141	1.2
	"< 1 year"	"1"	"Male"	"M"	"2020"	"2020"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	20	1908141	1.0
	"< 1 year"	"1"	"Male"	"M"	"2020"	"2020"	"Drowning and submersion while in bath-tub"	"W65"	10	1908141	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"2020"	"2020"	"Accidental suffocation and strangulation in bed"	"W75"	520	1908141	27.3
	"< 1 year"	"1"	"Male"	"M"	"2020"	"2020"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	16	1908141	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"2020"	"2020"	"Unspecified threat to breathing"	"W84"	39	1908141	2.0
	"< 1 year"	"1"	"Male"	"M"	"2020"	"2020"	"Assault by drugs, medicaments and biological substances"	"X85"	10	1908141	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"2020"	"2020"	"Assault by hanging, strangulation and suffocation"	"X91"	15	1908141	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"2020"	"2020"	"By unspecified person"	"Y07.9"	34	1908141	1.8
	"< 1 year"	"1"	"Male"	"M"	"2020"	"2020"	"Assault by unspecified means"	"Y09"	67	1908141	3.5
	"< 1 year"	"1"	"Male"	"M"	"2020"	"2020"	"Hanging, strangulation and suffocation, undetermined intent"	"Y20"	20	1908141	1.0
	"< 1 year"	"1"	"Male"	"M"	"2020"	"2020"	"Unspecified event, undetermined intent"	"Y34"	15	1908141	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2020"	"2020"	"Septicaemia, unspecified"	"A41.9"	12	7613266	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2020"	"2020"	"Other viral infections of unspecified site"	"B34.8"	14	7613266	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2020"	"2020"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	10	7613266	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2020"	"2020"	"Brain stem - Malignant neoplasms"	"C71.7"	11	7613266	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2020"	"2020"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	19	7613266	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2020"	"2020"	"Adrenal gland, unspecified - Malignant neoplasms"	"C74.9"	21	7613266	0.3
	"1-4 years"	"1-4"	"Female"	"F"	"2020"	"2020"	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	11	7613266	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2020"	"2020"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	26	7613266	0.3
	"1-4 years"	"1-4"	"Female"	"F"	"2020"	"2020"	"Other sphingolipidosis"	"E75.2"	18	7613266	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2020"	"2020"	"Infantile cerebral palsy, unspecified"	"G80.9"	12	7613266	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2020"	"2020"	"Other specified cerebrovascular diseases"	"I67.8"	10	7613266	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2020"	"2020"	"Other disorders of lung"	"J98.4"	11	7613266	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2020"	"2020"	"Hypoplastic left heart syndrome"	"Q23.4"	12	7613266	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2020"	"2020"	"Congenital malformation of heart, unspecified"	"Q24.9"	22	7613266	0.3
	"1-4 years"	"1-4"	"Female"	"F"	"2020"	"2020"	"Instantaneous death"	"R96.0"	14	7613266	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2020"	"2020"	"Other ill-defined and unspecified causes of mortality"	"R99"	67	7613266	0.9
	"1-4 years"	"1-4"	"Female"	"F"	"2020"	"2020"	"Pedestrian injured in collision with car, pick-up truck or van, traffic accident"	"V03.1"	15	7613266	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2020"	"2020"	"Pedestrian injured in nontraffic accident involving other and unspecified motor vehicles"	"V09.0"	10	7613266	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2020"	"2020"	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	23	7613266	0.3
	"1-4 years"	"1-4"	"Female"	"F"	"2020"	"2020"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	18	7613266	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2020"	"2020"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	35	7613266	0.5
	"1-4 years"	"1-4"	"Female"	"F"	"2020"	"2020"	"Drowning and submersion while in bath-tub"	"W65"	17	7613266	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2020"	"2020"	"Drowning and submersion while in swimming-pool"	"W67"	74	7613266	1.0
	"1-4 years"	"1-4"	"Female"	"F"	"2020"	"2020"	"Drowning and submersion while in natural water"	"W69"	15	7613266	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2020"	"2020"	"Unspecified drowning and submersion"	"W74"	10	7613266	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2020"	"2020"	"Accidental suffocation and strangulation in bed"	"W75"	11	7613266	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2020"	"2020"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	15	7613266	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2020"	"2020"	"Exposure to uncontrolled fire in building or structure"	"X00"	34	7613266	0.4
	"1-4 years"	"1-4"	"Female"	"F"	"2020"	"2020"	"Exposure to excessive natural heat"	"X30"	14	7613266	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2020"	"2020"	"Assault by other and unspecified firearm discharge"	"X95"	24	7613266	0.3
	"1-4 years"	"1-4"	"Female"	"F"	"2020"	"2020"	"By unspecified person"	"Y07.9"	16	7613266	Unreliable
	"1-4 years"	"1-4"	"Female"	"F"	"2020"	"2020"	"Assault by unspecified means"	"Y09"	44	7613266	0.6
	"1-4 years"	"1-4"	"Female"	"F"	"2020"	"2020"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	10	7613266	Unreliable
	"1-4 years"	"1-4"	"Male"	"M"	"2020"	"2020"	"Septicaemia, unspecified"	"A41.9"	16	7953016	Unreliable
	"1-4 years"	"1-4"	"Male"	"M"	"2020"	"2020"	"Other viral infections of unspecified site"	"B34.8"	17	7953016	Unreliable
	"1-4 years"	"1-4"	"Male"	"M"	"2020"	"2020"	"Viral infection, unspecified"	"B34.9"	10	7953016	Unreliable
	"1-4 years"	"1-4"	"Male"	"M"	"2020"	"2020"	"Hepatoblastoma - Malignant neoplasms"	"C22.2"	10	7953016	Unreliable
	"1-4 years"	"1-4"	"Male"	"M"	"2020"	"2020"	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	13	7953016	Unreliable
	"1-4 years"	"1-4"	"Male"	"M"	"2020"	"2020"	"Cerebellum - Malignant neoplasms"	"C71.6"	10	7953016	Unreliable
	"1-4 years"	"1-4"	"Male"	"M"	"2020"	"2020"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	20	7953016	0.3
	"1-4 years"	"1-4"	"Male"	"M"	"2020"	"2020"	"Adrenal gland, unspecified - Malignant neoplasms"	"C74.9"	25	7953016	0.3
	"1-4 years"	"1-4"	"Male"	"M"	"2020"	"2020"	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	20	7953016	0.3
	"1-4 years"	"1-4"	"Male"	"M"	"2020"	"2020"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	13	7953016	Unreliable
	"1-4 years"	"1-4"	"Male"	"M"	"2020"	"2020"	"Other sphingolipidosis"	"E75.2"	13	7953016	Unreliable
	"1-4 years"	"1-4"	"Male"	"M"	"2020"	"2020"	"Metabolic disorder, unspecified"	"E88.9"	11	7953016	Unreliable
	"1-4 years"	"1-4"	"Male"	"M"	"2020"	"2020"	"Epilepsy, unspecified"	"G40.9"	11	7953016	Unreliable
	"1-4 years"	"1-4"	"Male"	"M"	"2020"	"2020"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	13	7953016	Unreliable
	"1-4 years"	"1-4"	"Male"	"M"	"2020"	"2020"	"Other specified cerebrovascular diseases"	"I67.8"	21	7953016	0.3
	"1-4 years"	"1-4"	"Male"	"M"	"2020"	"2020"	"Influenza with other respiratory manifestations, influenza virus identified"	"J10.1"	10	7953016	Unreliable
	"1-4 years"	"1-4"	"Male"	"M"	"2020"	"2020"	"Other disorders of lung"	"J98.4"	15	7953016	Unreliable
	"1-4 years"	"1-4"	"Male"	"M"	"2020"	"2020"	"Bronchopulmonary dysplasia originating in the perinatal period"	"P27.1"	12	7953016	Unreliable
	"1-4 years"	"1-4"	"Male"	"M"	"2020"	"2020"	"Hypoplastic left heart syndrome"	"Q23.4"	20	7953016	0.3
	"1-4 years"	"1-4"	"Male"	"M"	"2020"	"2020"	"Congenital malformation of heart, unspecified"	"Q24.9"	33	7953016	0.4
	"1-4 years"	"1-4"	"Male"	"M"	"2020"	"2020"	"Instantaneous death"	"R96.0"	23	7953016	0.3
	"1-4 years"	"1-4"	"Male"	"M"	"2020"	"2020"	"Other ill-defined and unspecified causes of mortality"	"R99"	100	7953016	1.3
	"1-4 years"	"1-4"	"Male"	"M"	"2020"	"2020"	"COVID-19"	"U07.1"	11	7953016	Unreliable
	"1-4 years"	"1-4"	"Male"	"M"	"2020"	"2020"	"Pedestrian injured in collision with car, pick-up truck or van, nontraffic accident"	"V03.0"	13	7953016	Unreliable
	"1-4 years"	"1-4"	"Male"	"M"	"2020"	"2020"	"Pedestrian injured in collision with car, pick-up truck or van, traffic accident"	"V03.1"	19	7953016	Unreliable
	"1-4 years"	"1-4"	"Male"	"M"	"2020"	"2020"	"Pedestrian injured in nontraffic accident involving other and unspecified motor vehicles"	"V09.0"	14	7953016	Unreliable
	"1-4 years"	"1-4"	"Male"	"M"	"2020"	"2020"	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	31	7953016	0.4
	"1-4 years"	"1-4"	"Male"	"M"	"2020"	"2020"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	29	7953016	0.4
	"1-4 years"	"1-4"	"Male"	"M"	"2020"	"2020"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	44	7953016	0.6
	"1-4 years"	"1-4"	"Male"	"M"	"2020"	"2020"	"Discharge from other and unspecified firearms"	"W34"	30	7953016	0.4
	"1-4 years"	"1-4"	"Male"	"M"	"2020"	"2020"	"Drowning and submersion while in bath-tub"	"W65"	16	7953016	Unreliable
	"1-4 years"	"1-4"	"Male"	"M"	"2020"	"2020"	"Drowning and submersion while in swimming-pool"	"W67"	165	7953016	2.1
	"1-4 years"	"1-4"	"Male"	"M"	"2020"	"2020"	"Drowning and submersion while in natural water"	"W69"	62	7953016	0.8
	"1-4 years"	"1-4"	"Male"	"M"	"2020"	"2020"	"Unspecified drowning and submersion"	"W74"	27	7953016	0.3
	"1-4 years"	"1-4"	"Male"	"M"	"2020"	"2020"	"Accidental suffocation and strangulation in bed"	"W75"	20	7953016	0.3
	"1-4 years"	"1-4"	"Male"	"M"	"2020"	"2020"	"Other accidental hanging and strangulation"	"W76"	13	7953016	Unreliable
	"1-4 years"	"1-4"	"Male"	"M"	"2020"	"2020"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	24	7953016	0.3
	"1-4 years"	"1-4"	"Male"	"M"	"2020"	"2020"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	12	7953016	Unreliable
	"1-4 years"	"1-4"	"Male"	"M"	"2020"	"2020"	"Exposure to uncontrolled fire in building or structure"	"X00"	37	7953016	0.5
	"1-4 years"	"1-4"	"Male"	"M"	"2020"	"2020"	"Exposure to excessive natural heat"	"X30"	15	7953016	Unreliable
	"1-4 years"	"1-4"	"Male"	"M"	"2020"	"2020"	"Assault by drugs, medicaments and biological substances"	"X85"	12	7953016	Unreliable
	"1-4 years"	"1-4"	"Male"	"M"	"2020"	"2020"	"Assault by other and unspecified firearm discharge"	"X95"	47	7953016	0.6
	"1-4 years"	"1-4"	"Male"	"M"	"2020"	"2020"	"By unspecified person"	"Y07.9"	16	7953016	Unreliable
	"1-4 years"	"1-4"	"Male"	"M"	"2020"	"2020"	"Assault by unspecified means"	"Y09"	64	7953016	0.8
	"1-4 years"	"1-4"	"Male"	"M"	"2020"	"2020"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	10	7953016	Unreliable
	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	"Other viral infections of unspecified site"	"B34.8"	10	20050413	Unreliable
	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	"Bone and articular cartilage, unspecified - Malignant neoplasms"	"C41.9"	30	20050413	0.1
	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	27	20050413	0.1
	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	13	20050413	Unreliable
	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	"Cerebellum - Malignant neoplasms"	"C71.6"	18	20050413	Unreliable
	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	"Brain stem - Malignant neoplasms"	"C71.7"	36	20050413	0.2
	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	88	20050413	0.4
	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	"Adrenal gland, unspecified - Malignant neoplasms"	"C74.9"	24	20050413	0.1
	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	38	20050413	0.2
	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	17	20050413	Unreliable
	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	15	20050413	Unreliable
	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	15	20050413	Unreliable
	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	"Other sphingolipidosis"	"E75.2"	12	20050413	Unreliable
	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	"Epilepsy, unspecified"	"G40.9"	23	20050413	0.1
	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	"Infantile cerebral palsy, unspecified"	"G80.9"	42	20050413	0.2
	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	"Myocarditis, unspecified"	"I51.4"	13	20050413	Unreliable
	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	"Other specified cerebrovascular diseases"	"I67.8"	13	20050413	Unreliable
	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	"Influenza with other respiratory manifestations, influenza virus identified"	"J10.1"	17	20050413	Unreliable
	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	"Predominantly allergic asthma"	"J45.0"	37	20050413	0.2
	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	"Other disorders of lung"	"J98.4"	13	20050413	Unreliable
	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	"Congenital malformation of heart, unspecified"	"Q24.9"	20	20050413	0.1
	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	"Other ill-defined and unspecified causes of mortality"	"R99"	37	20050413	0.2
	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	"COVID-19"	"U07.1"	21	20050413	0.1
	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	"Pedestrian injured in collision with car, pick-up truck or van, traffic accident"	"V03.1"	16	20050413	Unreliable
	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	28	20050413	0.1
	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	"Car occupant injured in collision with car, pick-up truck or van, passenger injured in traffic accident"	"V43.6"	25	20050413	0.1
	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	"Car occupant injured in collision with fixed or stationary object, passenger injured in traffic accident"	"V47.6"	10	20050413	Unreliable
	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	"Car occupant [any] injured in unspecified traffic accident"	"V49.9"	13	20050413	Unreliable
	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	"Driver of all-terrain or other off-road motor vehicle injured in nontraffic accident"	"V86.5"	10	20050413	Unreliable
	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	53	20050413	0.3
	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	127	20050413	0.6
	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	"Struck by thrown, projected or falling object"	"W20"	11	20050413	Unreliable
	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	"Drowning and submersion while in swimming-pool"	"W67"	16	20050413	Unreliable
	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	"Drowning and submersion while in natural water"	"W69"	25	20050413	0.1
	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	"Exposure to uncontrolled fire in building or structure"	"X00"	44	20050413	0.2
	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	15	20050413	Unreliable
	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	18	20050413	Unreliable
	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	142	20050413	0.7
	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	26	20050413	0.1
	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	"Assault by other and unspecified firearm discharge"	"X95"	79	20050413	0.4
	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	"Assault by unspecified means"	"Y09"	19	20050413	Unreliable
	"5-14 years"	"5-14"	"Male"	"M"	"2020"	"2020"	"Septicaemia, unspecified"	"A41.9"	15	20941721	Unreliable
	"5-14 years"	"5-14"	"Male"	"M"	"2020"	"2020"	"Bone and articular cartilage, unspecified - Malignant neoplasms"	"C41.9"	31	20941721	0.1
	"5-14 years"	"5-14"	"Male"	"M"	"2020"	"2020"	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	30	20941721	0.1
	"5-14 years"	"5-14"	"Male"	"M"	"2020"	"2020"	"Cerebellum - Malignant neoplasms"	"C71.6"	25	20941721	0.1
	"5-14 years"	"5-14"	"Male"	"M"	"2020"	"2020"	"Brain stem - Malignant neoplasms"	"C71.7"	27	20941721	0.1
	"5-14 years"	"5-14"	"Male"	"M"	"2020"	"2020"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	99	20941721	0.5
	"5-14 years"	"5-14"	"Male"	"M"	"2020"	"2020"	"Adrenal gland, unspecified - Malignant neoplasms"	"C74.9"	31	20941721	0.1
	"5-14 years"	"5-14"	"Male"	"M"	"2020"	"2020"	"Malignant neoplasm without specification of site"	"C80"	10	20941721	Unreliable
	"5-14 years"	"5-14"	"Male"	"M"	"2020"	"2020"	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	43	20941721	0.2
	"5-14 years"	"5-14"	"Male"	"M"	"2020"	"2020"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	30	20941721	0.1
	"5-14 years"	"5-14"	"Male"	"M"	"2020"	"2020"	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	10	20941721	Unreliable
	"5-14 years"	"5-14"	"Male"	"M"	"2020"	"2020"	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	15	20941721	Unreliable
	"5-14 years"	"5-14"	"Male"	"M"	"2020"	"2020"	"Haemophagocytic lymphohistiocytosis"	"D76.1"	10	20941721	Unreliable
	"5-14 years"	"5-14"	"Male"	"M"	"2020"	"2020"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	23	20941721	0.1
	"5-14 years"	"5-14"	"Male"	"M"	"2020"	"2020"	"Other sphingolipidosis"	"E75.2"	12	20941721	Unreliable
	"5-14 years"	"5-14"	"Male"	"M"	"2020"	"2020"	"Metabolic disorder, unspecified"	"E88.9"	11	20941721	Unreliable
	"5-14 years"	"5-14"	"Male"	"M"	"2020"	"2020"	"Other generalized epilepsy and epileptic syndromes"	"G40.4"	11	20941721	Unreliable
	"5-14 years"	"5-14"	"Male"	"M"	"2020"	"2020"	"Epilepsy, unspecified"	"G40.9"	35	20941721	0.2
	"5-14 years"	"5-14"	"Male"	"M"	"2020"	"2020"	"Muscular dystrophy"	"G71.0"	12	20941721	Unreliable
	"5-14 years"	"5-14"	"Male"	"M"	"2020"	"2020"	"Infantile cerebral palsy, unspecified"	"G80.9"	64	20941721	0.3
	"5-14 years"	"5-14"	"Male"	"M"	"2020"	"2020"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	19	20941721	Unreliable
	"5-14 years"	"5-14"	"Male"	"M"	"2020"	"2020"	"Dilated cardiomyopathy"	"I42.0"	10	20941721	Unreliable
